ID	log2fold	p	p.adj
ENSMUSG00000097417	1.13085757776062	0.030023642736995	0.133037928810334
ENSMUSG00000068463	-2.07524677232129	0.030035322626786	0.133037928810334
ENSMUSG00000036019	1.10475510003272	0.030033106753329	0.133037928810334
ENSMUSG00000056498	-0.810505180626255	0.030055909597054	0.133098894099827
ENSMUSG00000040855	-3.66150446335323	0.030099525060996	0.13326178741826
ENSMUSG00000042208	0.747227470474864	0.030148073141298	0.133446440382868
ENSMUSG00000020412	0.634663493729572	0.030163963903199	0.133469124001518
ENSMUSG00000038619	1.14033662585241	0.030166882028128	0.133469124001518
ENSMUSG00000025577	1.07484625847607	0.03018751085244	0.133530107528017
ENSMUSG00000021752	-0.751716951860983	0.030243425882821	0.133747111470456
ENSMUSG00000106254	2.49822846783854	0.030260548792182	0.133792503465345
ENSMUSG00000036160	0.584025344138748	0.030300685456108	0.133939603714546
ENSMUSG00000054836	-0.58512999134836	0.030322233972782	0.133998775224483
ENSMUSG00000086358	-4.38301938505123	0.030327810151027	0.133998775224483
ENSMUSG00000050075	-0.692040177476548	0.030378525572658	0.134192458864547
ENSMUSG00000044496	0.523559547478026	0.030394277586656	0.134231644302219
ENSMUSG00000045573	2.42038598735695	0.030415488655367	0.134294915617984
ENSMUSG00000036862	2.26270995555505	0.030430953114064	0.134332790766245
ENSMUSG00000042828	-2.84168352298459	0.030452231500946	0.134365908140455
ENSMUSG00000040651	1.3555914126957	0.030446947935081	0.134365908140455
ENSMUSG00000037418	-1.55515963751416	0.030470757518022	0.134417247151525
ENSMUSG00000111862	-4.87938587778617	0.030491068989899	0.134476437437475
ENSMUSG00000025626	0.705661331078976	0.030521680842242	0.134581019030203
ENSMUSG00000044876	0.69639136935222	0.030538079936156	0.134586559558344
ENSMUSG00000067995	-0.424060638009253	0.030531618489657	0.134586559558344
ENSMUSG00000067577	1.05949593354336	0.030543635575167	0.134586559558344
ENSMUSG00000021978	0.541435167133153	0.030571226065834	0.134652574128308
ENSMUSG00000000628	-1.77902484745221	0.030572422761792	0.134652574128308
ENSMUSG00000080932	-1.58540467703526	0.030598141869079	0.134735429670458
ENSMUSG00000010592	5.42359400528214	0.03065595742537	0.134959548972395
ENSMUSG00000021606	-0.795706348194848	0.030686452189743	0.13506331743351
ENSMUSG00000026829	3.82084685405484	0.030715893589714	0.135131920670848
ENSMUSG00000008305	-0.851721622689444	0.030714503227691	0.135131920670848
ENSMUSG00000020027	1.21892287389881	0.030735829700013	0.135162552299967
ENSMUSG00000027520	-2.18706243091365	0.030736714102766	0.135162552299967
ENSMUSG00000027165	-0.811529935699283	0.030762836010978	0.135246933077788
ENSMUSG00000053985	1.56449306000987	0.030789659366463	0.135303871426356
ENSMUSG00000019923	0.504152777879597	0.030785387405518	0.135303871426356
ENSMUSG00000062991	-1.64921409647931	0.03081613224537	0.135389705340188
ENSMUSG00000079225	-0.700096841295839	0.030862098577955	0.135561125188057
ENSMUSG00000053460	-0.862765366831245	0.030872537596028	0.135576449996784
ENSMUSG00000084215	-1.91327786731837	0.030914489874248	0.135730126936068
ENSMUSG00000084353	-1.64307565778106	0.030932603297464	0.135779093727189
ENSMUSG00000087496	-4.2416485939504	0.030942288989337	0.135783093166471
ENSMUSG00000083337	-0.919802575936354	0.030947435905989	0.135783093166471
ENSMUSG00000025165	4.02120842433945	0.030957126019877	0.1357950657229
ENSMUSG00000105848	2.47473056218334	0.030975223682685	0.135843904761272
ENSMUSG00000104515	-3.41137935356648	0.030984292775894	0.135853135351623
ENSMUSG00000034826	0.484141398610238	0.031012389131512	0.135938841087507
ENSMUSG00000043340	0.893813760677966	0.03101777729433	0.135938841087507
ENSMUSG00000090610	0.91341706696481	0.031048395458031	0.136042464105979
ENSMUSG00000035325	-0.449370009156043	0.031098286046147	0.136199880085807
ENSMUSG00000025436	-0.580231387190901	0.031098068522378	0.136199880085807
ENSMUSG00000026649	-1.43487269352151	0.031117308828652	0.136252602316613
ENSMUSG00000054027	-1.26931945308136	0.031127413595525	0.136266260549352
ENSMUSG00000037104	0.719013111169805	0.031186233762656	0.136493125871245
ENSMUSG00000070709	1.32096566481958	0.031249447802019	0.13667779781928
ENSMUSG00000113072	-1.54197014176722	0.031243626495705	0.13667779781928
ENSMUSG00000004032	1.56988361419636	0.031248591418707	0.13667779781928
ENSMUSG00000029600	-0.849320236237557	0.031266943197733	0.136723663070649
ENSMUSG00000071477	0.73957519253479	0.031317644653698	0.136914678229424
ENSMUSG00000030098	1.36788313518661	0.031380075895869	0.137131689121106
ENSMUSG00000029033	0.747971222977109	0.031381343119732	0.137131689121106
ENSMUSG00000038500	-0.433767424805955	0.031427525880315	0.137302742966921
ENSMUSG00000020390	-0.413431435978587	0.031507344194861	0.137620636634384
ENSMUSG00000069539	0.759775008368942	0.031539442140458	0.137729997276454
ENSMUSG00000086442	1.6940788900649	0.031552259168588	0.137755129722841
ENSMUSG00000102383	2.18807947348757	0.031574095018258	0.137819617704442
ENSMUSG00000029082	1.30395466933537	0.031589951895928	0.137857984705565
ENSMUSG00000007029	-0.479079616607781	0.031607986835045	0.137888448612817
ENSMUSG00000086916	2.93980560445237	0.031611069984955	0.137888448612817
ENSMUSG00000053964	-1.04663032152199	0.031632200638036	0.13794977371924
ENSMUSG00000107160	-3.79513648846759	0.031650446545056	0.137967656034505
ENSMUSG00000021338	-1.12864579789575	0.031645890503052	0.137967656034505
ENSMUSG00000063235	-0.564136546989324	0.03169326073229	0.138123422052008
ENSMUSG00000020918	-0.507394308229821	0.031711278849766	0.138171078070668
ENSMUSG00000040021	0.541103292949154	0.031718363560914	0.138171084855461
ENSMUSG00000079657	1.07670066241212	0.031740074754798	0.138234793088154
ENSMUSG00000029201	0.370902285505783	0.0317884204868	0.138414446079467
ENSMUSG00000073739	-2.33931657450942	0.031796930804648	0.138420604598586
ENSMUSG00000021124	0.519052063380335	0.031804268930791	0.138421658641889
ENSMUSG00000080002	-1.88168197873637	0.031852646792585	0.138601289534454
ENSMUSG00000040928	0.575399841001344	0.031869571802099	0.138644009175633
ENSMUSG00000090955	2.53665186902571	0.031925636150001	0.138844620783063
ENSMUSG00000039509	-0.962999853038942	0.031929920994147	0.138844620783063
ENSMUSG00000029634	0.690369582368503	0.03194649444069	0.138848381043712
ENSMUSG00000079071	2.2215783361053	0.031949007914046	0.138848381043712
ENSMUSG00000044400	2.15199285880403	0.031952139360497	0.138848381043712
ENSMUSG00000027206	0.451709503612058	0.03199546410537	0.139005683363797
ENSMUSG00000003527	0.440303174313051	0.032006697580027	0.139023524759206
ENSMUSG00000086167	1.70761019710835	0.032072180169845	0.139276940911212
ENSMUSG00000046761	1.60731530595251	0.032096019274971	0.139349443133064
ENSMUSG00000004054	0.836619472099751	0.0321555218583	0.139576716708914
ENSMUSG00000003955	-0.679645340589481	0.032170643422025	0.139611288372291
ENSMUSG00000035227	-1.64096898598094	0.032194301234695	0.139651819921101
ENSMUSG00000000823	0.723150390267118	0.032190389011586	0.139651819921101
ENSMUSG00000085363	2.4549971208914	0.032211154958877	0.139693863891245
ENSMUSG00000031697	-0.542145243538491	0.032236014583272	0.139739624344994
ENSMUSG00000062995	-1.89957396452032	0.032240997611058	0.139739624344994
ENSMUSG00000086236	-1.39060717357682	0.032250360834632	0.139739624344994
ENSMUSG00000085852	-2.72799577575409	0.032249890410351	0.139739624344994
ENSMUSG00000073728	-1.81553649412691	0.032267124087527	0.13976136598712
ENSMUSG00000054072	1.32582081006752	0.032269707920541	0.13976136598712
ENSMUSG00000025574	-0.722186196844377	0.032304742659255	0.139882045517
ENSMUSG00000020752	0.531327247766282	0.032360047396686	0.140059339819646
ENSMUSG00000109498	-1.18349592903878	0.0323599139971	0.140059339819646
ENSMUSG00000112567	-2.16184390597327	0.032379482042425	0.140112368278966
ENSMUSG00000078144	-4.14377355540966	0.032387459503177	0.140115806726207
ENSMUSG00000020608	-0.48022521247933	0.032400100935407	0.140139416617954
ENSMUSG00000024766	0.741640879043407	0.032420500774124	0.140196565861413
ENSMUSG00000017132	0.566441486809601	0.032448601849787	0.140286984991977
ENSMUSG00000028013	-0.685567091461895	0.032491423565751	0.140440992576356
ENSMUSG00000031600	0.561946242686237	0.032505429403667	0.140470405710528
ENSMUSG00000060862	0.839850434747675	0.032556473482408	0.140628682068496
ENSMUSG00000003344	0.642326977498333	0.032553178107841	0.140628682068496
ENSMUSG00000105514	-4.83763047591609	0.032567777735776	0.140646367122377
ENSMUSG00000091933	-3.8015542692014	0.032590516486679	0.140713414144677
ENSMUSG00000006412	-0.717995975070224	0.032607615664467	0.140756087357104
ENSMUSG00000065537	-0.710381011980092	0.032681768669835	0.14104496934568
ENSMUSG00000030688	1.11594977916365	0.032713869158078	0.141152277298523
ENSMUSG00000107726	4.55880189196666	0.032722915622909	0.141160087363133
ENSMUSG00000043614	2.30393108765396	0.032731894701475	0.141160997274525
ENSMUSG00000023961	0.926678528898081	0.032737599408928	0.141160997274525
ENSMUSG00000095280	1.49077125008723	0.032788729493831	0.141350220162687
ENSMUSG00000076540	-3.20384082285799	0.032803644075634	0.141383271096642
ENSMUSG00000039427	-0.463646221824382	0.032812098629542	0.141388470944661
ENSMUSG00000020185	-1.3462199311768	0.032828349757797	0.141427256785634
ENSMUSG00000025591	-0.59653718560342	0.032863916211999	0.14154921915378
ENSMUSG00000031864	-0.638217864210613	0.032944214794222	0.141863752315871
ENSMUSG00000029641	1.14451535520201	0.032960201347763	0.141901268525893
ENSMUSG00000032586	-0.798521182341956	0.033048597723173	0.142202399620096
ENSMUSG00000075014	1.65121270831491	0.033059306006928	0.142202399620096
ENSMUSG00000083844	-0.657216206794535	0.033054892437548	0.142202399620096
ENSMUSG00000052125	1.02452769456615	0.033051285943553	0.142202399620096
ENSMUSG00000051146	-1.82464632169847	0.033100843950073	0.142349683186523
ENSMUSG00000029864	-1.11921212058468	0.033143360465817	0.142501109236651
ENSMUSG00000029330	-0.806277152630302	0.033179538074915	0.142625220191132
ENSMUSG00000001333	1.68119634896029	0.033206499233552	0.142709667448534
ENSMUSG00000049897	-1.20187522973517	0.033307576813944	0.14311253324
ENSMUSG00000034683	2.88100550312799	0.033323160045655	0.143147959262409
ENSMUSG00000044768	-0.53344416744734	0.033387749000654	0.143393839664413
ENSMUSG00000057829	1.32317433290958	0.03343562471705	0.143567847535877
ENSMUSG00000111365	-1.76708782715358	0.033482375379668	0.14373694906056
ENSMUSG00000111539	-4.72127701151886	0.033505702872702	0.143798849972448
ENSMUSG00000036890	0.759976772826231	0.033511538010701	0.143798849972448
ENSMUSG00000034463	-1.59514836701713	0.033525722228867	0.143828076428086
ENSMUSG00000107961	3.03183516763956	0.033557282651418	0.143911949428869
ENSMUSG00000103873	-4.19476429480895	0.033560027577379	0.143911949428869
ENSMUSG00000032094	1.99296430809701	0.033578662590268	0.143960213439197
ENSMUSG00000095041	0.875577130775371	0.033615775423739	0.144087657919332
ENSMUSG00000018387	1.3261096244139	0.03365283371105	0.144214812654096
ENSMUSG00000001134	-0.730715002123189	0.033671761431378	0.144264232427385
ENSMUSG00000072884	-2.19674839561515	0.033696944819529	0.144319741059692
ENSMUSG00000044795	1.0001644406167	0.033699514047619	0.144319741059692
ENSMUSG00000069874	0.932221085840411	0.033709555797864	0.144331059031812
ENSMUSG00000002015	-0.531524905323739	0.03373841484681	0.144422922628203
ENSMUSG00000018672	1.14514630060813	0.033783616173789	0.144584686419943
ENSMUSG00000037337	-0.400903331578934	0.033847312622847	0.144825515975845
ENSMUSG00000018412	0.711348452607034	0.033885052166581	0.144955200134537
ENSMUSG00000071658	-1.9658900725324	0.033970256072641	0.145287828372947
ENSMUSG00000091534	1.66795041470299	0.033989029070036	0.145336253851203
ENSMUSG00000109119	1.77478798636352	0.034007411129858	0.145382986831065
ENSMUSG00000114409	2.00359630455001	0.034015453538436	0.145385506611363
ENSMUSG00000033308	4.85608711857338	0.034031077557454	0.145388574225416
ENSMUSG00000023235	0.8774030348088	0.034023760770252	0.145388574225416
ENSMUSG00000081249	-1.09613125586536	0.034063671158745	0.145495956490835
ENSMUSG00000034949	1.14339742212596	0.034122158555658	0.145713867544926
ENSMUSG00000021843	1.21446904162678	0.034150132937612	0.145801410202231
ENSMUSG00000022471	-0.576877193281278	0.034180864463054	0.145900683387482
ENSMUSG00000025006	1.31806401901565	0.034194826800366	0.145928349681633
ENSMUSG00000026627	-0.87814080055003	0.034223243482681	0.146017675113003
ENSMUSG00000032498	-0.678565052620537	0.034242239662561	0.146040740459427
ENSMUSG00000023965	0.454393944507881	0.034243622641176	0.146040740459427
ENSMUSG00000108268	-1.65520962712393	0.034257979004196	0.146070032007616
ENSMUSG00000086407	-3.43522587225415	0.034321162966916	0.14630745760394
ENSMUSG00000026989	1.40689869045877	0.034349336010936	0.146395564248487
ENSMUSG00000113776	-1.33320845669921	0.034362081398997	0.146417894681135
ENSMUSG00000017221	0.711377669505306	0.034428214225206	0.146635627705479
ENSMUSG00000111821	2.20696433634556	0.034425311088066	0.146635627705479
ENSMUSG00000001517	-0.931744310198699	0.034482392408931	0.146834321921199
ENSMUSG00000094491	-3.91060739590001	0.03450588918863	0.146902309123224
ENSMUSG00000024205	-0.780993503651242	0.034555379733721	0.147080906058411
ENSMUSG00000101113	1.43696008532886	0.034590181531487	0.147090702942681
ENSMUSG00000032551	-0.703581276983597	0.034595371214508	0.147090702942681
ENSMUSG00000111361	-2.30051385913665	0.03458146701831	0.147090702942681
ENSMUSG00000022124	0.61943919059427	0.034570232242191	0.147090702942681
ENSMUSG00000014245	-0.863363646252508	0.034595383457273	0.147090702942681
ENSMUSG00000073415	-2.90642744154148	0.034613729019814	0.147104577775493
ENSMUSG00000078695	-0.67248519559811	0.034606512976777	0.147104577775493
ENSMUSG00000016940	0.549336605238171	0.034635582009774	0.147165388426197
ENSMUSG00000103715	-1.61144032420681	0.034656352967841	0.147221576076585
ENSMUSG00000000194	0.465759599944549	0.034679306618566	0.147287009407439
ENSMUSG00000029727	-5.04065333474277	0.034717668676913	0.147417841288756
ENSMUSG00000025608	3.58278129970254	0.034741393332003	0.147422310143004
ENSMUSG00000047454	0.434266598861173	0.03473889633676	0.147422310143004
ENSMUSG00000073910	-0.708743789415731	0.034728811779966	0.147422310143004
ENSMUSG00000030922	-0.759023092054211	0.034794215717857	0.147550769162931
ENSMUSG00000022476	-0.557379807688207	0.034794187507291	0.147550769162931
ENSMUSG00000022280	1.65840893659212	0.034794357827933	0.147550769162931
ENSMUSG00000106668	-2.73343140993923	0.034868685181529	0.147833827827881
ENSMUSG00000085771	0.789296307322023	0.034925295594231	0.148009502749656
ENSMUSG00000026563	0.520880042905492	0.034920804127616	0.148009502749656
ENSMUSG00000043090	0.586800067922896	0.034989993853284	0.148201509363458
ENSMUSG00000020134	1.07081643766006	0.035002532425815	0.148201509363458
ENSMUSG00000037514	0.428883779162405	0.034998426942641	0.148201509363458
ENSMUSG00000028656	0.573719061809793	0.034980420185976	0.148201509363458
ENSMUSG00000037681	2.07959991459025	0.035014282916678	0.148201509363458
ENSMUSG00000001741	-0.581827349644068	0.035016186838375	0.148201509363458
ENSMUSG00000034906	-1.01331872105054	0.035043062504589	0.148283084658788
ENSMUSG00000113898	3.31548933974409	0.035083109067293	0.148420344518692
ENSMUSG00000108599	-1.82697316593921	0.035111147125665	0.1484745603686
ENSMUSG00000104784	-2.03801917514363	0.035107869060349	0.1484745603686
ENSMUSG00000073062	0.860479152674684	0.035139260196401	0.1485612372456
ENSMUSG00000102270	1.55193406837996	0.03514814270519	0.148566591495155
ENSMUSG00000030539	-1.34183176540754	0.035163525167134	0.148599411922723
ENSMUSG00000026321	1.17561395001996	0.035279452574053	0.149024746938511
ENSMUSG00000112301	0.801808417925758	0.035274062462178	0.149024746938511
ENSMUSG00000082969	-3.63388717935082	0.035294261914889	0.149055026450259
ENSMUSG00000111390	-4.82282324009765	0.03533323845334	0.149187333876472
ENSMUSG00000021027	0.547259870073312	0.035428570566733	0.149557482372921
ENSMUSG00000027378	-1.33021289291032	0.035530565526096	0.149955591025003
ENSMUSG00000038836	-1.44979667655031	0.035567242407358	0.149980587470888
ENSMUSG00000105553	5.01599548873823	0.035557458136411	0.149980587470888
ENSMUSG00000039943	0.88836651815496	0.035553875791929	0.149980587470888
ENSMUSG00000016624	1.70413892397254	0.035561791907114	0.149980587470888
ENSMUSG00000085782	4.60154570259772	0.035646706786735	0.150283187656979
ENSMUSG00000036825	0.778751837186409	0.035680181509028	0.150391810867891
ENSMUSG00000031988	0.450685226122825	0.035689396126606	0.150398153001015
ENSMUSG00000028906	1.19254498802843	0.035706534351522	0.150437875938477
ENSMUSG00000024683	-0.598485922208564	0.035720264614643	0.150463226481934
ENSMUSG00000024446	-0.699871558294715	0.035754100224576	0.150573236848187
ENSMUSG00000002458	0.307345943632334	0.035782211568177	0.150659098005706
ENSMUSG00000035329	0.394709331334374	0.035807095156361	0.150666308286269
ENSMUSG00000032305	0.751269655733153	0.035797703933084	0.150666308286269
ENSMUSG00000026821	-1.07763673300683	0.035804002866562	0.150666308286269
ENSMUSG00000048732	-0.906392473581185	0.035848622139204	0.150808512415238
ENSMUSG00000088695	2.13102974180775	0.035859372246844	0.150821210525911
ENSMUSG00000004040	1.13477267032677	0.035892368987159	0.150927450276462
ENSMUSG00000024420	-1.67797806378509	0.035950194488864	0.151105460869267
ENSMUSG00000006589	-0.679793374072415	0.035942803807367	0.151105460869267
ENSMUSG00000058756	-1.26212859677031	0.035961822152565	0.151121771807428
ENSMUSG00000070803	-1.2472582953619	0.036023484310085	0.15133566890934
ENSMUSG00000057101	0.972759568563928	0.036028238397241	0.15133566890934
ENSMUSG00000034063	4.25930023673081	0.036052368812919	0.151404425927582
ENSMUSG00000038057	2.30863626508903	0.036100954835606	0.151575834261335
ENSMUSG00000030967	0.388803938141561	0.036109285251998	0.151578185369212
ENSMUSG00000027430	-0.799503175565924	0.036159061853757	0.151754479255861
ENSMUSG00000040451	-0.547033635597173	0.036235332085695	0.152041863410552
ENSMUSG00000039967	0.711243233162018	0.036275950341996	0.152179562004582
ENSMUSG00000004609	-1.8920053862699	0.036307382104921	0.152212733515477
ENSMUSG00000052565	-0.939046205225872	0.036315031130097	0.152212733515477
ENSMUSG00000038387	0.702387670140731	0.036302765647995	0.152212733515477
ENSMUSG00000021211	3.22755860095867	0.036315069553546	0.152212733515477
ENSMUSG00000112830	1.87099536463956	0.036333052090049	0.152245511123231
ENSMUSG00000086665	1.40053705441889	0.036338498989581	0.152245511123231
ENSMUSG00000049904	-1.29691335077768	0.036366585299848	0.152330465845851
ENSMUSG00000071176	-1.17444895509949	0.03637750524315	0.152343493941205
ENSMUSG00000053063	-1.72566085752548	0.036403572897002	0.152419939150423
ENSMUSG00000026930	0.786833838166424	0.036487940151403	0.152659959547154
ENSMUSG00000034127	3.10178547812901	0.036492202356507	0.152659959547154
ENSMUSG00000002205	0.395212980416881	0.03648851423702	0.152659959547154
ENSMUSG00000038180	-1.97581661578103	0.03647085187469	0.152659959547154
ENSMUSG00000044221	0.550397707299546	0.036505576452348	0.152683164634638
ENSMUSG00000047036	0.742244116208436	0.036527372818651	0.152741578043605
ENSMUSG00000037710	-0.857306331390231	0.036603970248729	0.153029071504919
ENSMUSG00000030726	0.526194364207345	0.036642661256331	0.153158001527157
ENSMUSG00000020919	0.643909943731342	0.036694518709497	0.153341897272098
ENSMUSG00000053398	-1.04865608350025	0.036737127391872	0.153487073042032
ENSMUSG00000039262	1.09871354978755	0.0367461681797	0.153491970595588
ENSMUSG00000004665	0.535153496170825	0.036767012011813	0.153533761020903
ENSMUSG00000003420	-0.680897253898177	0.036771914261017	0.153533761020903
ENSMUSG00000108218	-4.4137373386002	0.036780722911004	0.153537676401659
ENSMUSG00000033910	3.75857958116145	0.036801668435402	0.15359224351078
ENSMUSG00000044026	1.71652973299935	0.036968392834473	0.154248790659517
ENSMUSG00000013483	5.95976296450537	0.036974795977029	0.154248790659517
ENSMUSG00000073422	-1.26048523340281	0.036983567383186	0.15425239447163
ENSMUSG00000024422	0.471611019983928	0.037008615739933	0.15429088848875
ENSMUSG00000003814	-0.407891240788761	0.037006206496504	0.15429088848875
ENSMUSG00000032480	0.651929958317875	0.037029749390767	0.154346008838821
ENSMUSG00000029392	-1.32913441242506	0.037121209634474	0.15469417567607
ENSMUSG00000068105	-0.786777451488748	0.037139017206464	0.154735328630178
ENSMUSG00000061393	0.906617757391408	0.037154316581646	0.154766016134563
ENSMUSG00000038793	-1.60160443443942	0.037179728518922	0.154838805341293
ENSMUSG00000052180	1.9444742323531	0.037259737273445	0.155138889005995
ENSMUSG00000036550	0.78477345717238	0.037274206182957	0.155166013660037
ENSMUSG00000026740	1.52270149276565	0.037290277700822	0.155199796695102
ENSMUSG00000035754	-0.622736094831351	0.0373107287075	0.155251788587287
ENSMUSG00000032878	-5.2676920490627	0.037332690452024	0.155310043217663
ENSMUSG00000028102	-0.444368748235332	0.037342946604664	0.155319586229675
ENSMUSG00000044317	0.695063451334378	0.037352065083833	0.155324394284869
ENSMUSG00000044783	-0.601667661368682	0.037415148753905	0.155553560686793
ENSMUSG00000033352	0.522426758838248	0.037507416265074	0.155903935453399
ENSMUSG00000036053	1.66746903199094	0.037517726158978	0.155913567145968
ENSMUSG00000113035	-0.813488729617916	0.037545634170223	0.15599631219564
ENSMUSG00000085823	-0.660249187166527	0.03756589435157	0.156047253218925
ENSMUSG00000031227	0.625418080688333	0.037598521504507	0.156149533529576
ENSMUSG00000064215	-0.719320446942129	0.037646049349996	0.156294963311253
ENSMUSG00000062198	-0.796990090642044	0.037649563366975	0.156294963311253
ENSMUSG00000075590	2.61747236229792	0.037677090106175	0.156375956744928
ENSMUSG00000029503	4.51988978488827	0.037731595851367	0.156568866256671
ENSMUSG00000075391	-1.50830439034816	0.037801605673843	0.156792668909132
ENSMUSG00000057110	0.568346842913069	0.037798553963922	0.156792668909132
ENSMUSG00000080921	-1.02776228954763	0.037881188002923	0.157089356796985
ENSMUSG00000033906	1.28369037518094	0.037930475981407	0.157260317740553
ENSMUSG00000027353	-0.712918456631383	0.038082576535372	0.157829436633251
ENSMUSG00000019850	0.906471215906474	0.038084023748307	0.157829436633251
ENSMUSG00000029722	-0.51957527973467	0.038100108530578	0.157829436633251
ENSMUSG00000021681	0.43777081399856	0.038094943570434	0.157829436633251
ENSMUSG00000017499	-0.99984243976672	0.038171260429619	0.158090610870612
ENSMUSG00000062545	0.851751243325009	0.038212792643185	0.158229026977415
ENSMUSG00000033688	-2.25756162328508	0.038227637746611	0.158256903549052
ENSMUSG00000024810	1.91335079840386	0.038299686281711	0.158521531996041
ENSMUSG00000001089	0.548241299701954	0.038311859250696	0.158522297834775
ENSMUSG00000025575	0.685692979534788	0.038316124175474	0.158522297834775
ENSMUSG00000026339	0.555845788746263	0.038329353346057	0.158543404521105
ENSMUSG00000028709	-0.605831240507818	0.038346935874816	0.158582505429307
ENSMUSG00000089255	-1.33098075083941	0.038381190594718	0.158660956413835
ENSMUSG00000038039	0.685118867958898	0.038390306775686	0.158660956413835
ENSMUSG00000106665	3.43007084794439	0.038384788835414	0.158660956413835
ENSMUSG00000037503	0.565487430573235	0.038405069714692	0.158688348850772
ENSMUSG00000030374	0.531543154244112	0.038427159107562	0.158745995915124
ENSMUSG00000022771	0.672483635019045	0.038523080148387	0.159074878165662
ENSMUSG00000048922	-0.754563113426873	0.038515101750483	0.159074878165662
ENSMUSG00000001910	0.516678010444585	0.038541002043604	0.159115201452822
ENSMUSG00000070699	-0.578030619445967	0.038585795312758	0.159266421744811
ENSMUSG00000030802	-0.416969381541063	0.038599995321602	0.159291328271313
ENSMUSG00000053897	-2.11932382355305	0.038616139379589	0.159324245109483
ENSMUSG00000096945	2.27036463298061	0.038627191250952	0.159336142891165
ENSMUSG00000091764	2.18059523059783	0.038693561782277	0.159576175409486
ENSMUSG00000029059	-1.69861252903115	0.038759120758415	0.1598127602271
ENSMUSG00000033706	-0.529855366980675	0.038794805801	0.159858529100147
ENSMUSG00000026879	-0.66016916983488	0.038781958792013	0.159858529100147
ENSMUSG00000037490	5.08194026342013	0.038789669538442	0.159858529100147
ENSMUSG00000029999	6.5587566378834	0.0388234697283	0.159942856175281
ENSMUSG00000086240	-1.00109766048342	0.038835124752227	0.159957090063701
ENSMUSG00000115148	1.16784730291903	0.038888080751861	0.160141395656861
ENSMUSG00000039835	-2.24777182112	0.038934235573675	0.16029762206325
ENSMUSG00000033068	-0.714419257017582	0.038956559507458	0.160355688185689
ENSMUSG00000104945	2.81420109516497	0.038968861641916	0.160372486086255
ENSMUSG00000084113	-1.53915794017673	0.038987656213386	0.160415990245626
ENSMUSG00000001123	-0.94178851576709	0.039008020806687	0.160432102440658
ENSMUSG00000064128	0.994806171172636	0.03900169831406	0.160432102440658
ENSMUSG00000015882	0.842115499958368	0.039037428657087	0.160470272394175
ENSMUSG00000011837	0.727235833415888	0.039026701514827	0.160470272394175
ENSMUSG00000040621	-0.923571075597481	0.039041980457413	0.160470272394175
ENSMUSG00000015950	1.21563865235751	0.039067718049357	0.160508419542715
ENSMUSG00000015980	2.51711278007789	0.039063524265339	0.160508419542715
ENSMUSG00000029686	0.66323765321558	0.039090065637902	0.160566416171521
ENSMUSG00000043587	-1.08063941622095	0.039104022923191	0.160589931613199
ENSMUSG00000105201	-0.888777535638133	0.039153568288657	0.160725727400426
ENSMUSG00000029763	0.513289542465736	0.039147005845019	0.160725727400426
ENSMUSG00000037326	0.646015859320464	0.039233958257645	0.161021843831662
ENSMUSG00000030316	-0.513146404845645	0.039267959974243	0.161127491631797
ENSMUSG00000002625	0.564933390003417	0.039385951162814	0.161466715810783
ENSMUSG00000103497	-2.20740201957531	0.039392018277722	0.161466715810783
ENSMUSG00000060441	0.818666513523713	0.039361195346424	0.161466715810783
ENSMUSG00000087207	2.37552289924364	0.039388606508416	0.161466715810783
ENSMUSG00000004791	1.74093888415081	0.039373449933748	0.161466715810783
ENSMUSG00000059742	1.28485456385239	0.039408999825382	0.161468464522943
ENSMUSG00000113909	6.35436273833303	0.039408781507939	0.161468464522943
ENSMUSG00000071984	-1.96778765495177	0.039454644639862	0.16162153569714
ENSMUSG00000039740	0.634141482917741	0.039478425863439	0.161684999646882
ENSMUSG00000025907	0.715087105928221	0.039512813030387	0.161791864774089
ENSMUSG00000034297	0.445912290122029	0.039534020868482	0.161844731391707
ENSMUSG00000024238	0.882822706646357	0.039552558294021	0.161886645959182
ENSMUSG00000030213	0.81430937270135	0.039599569435138	0.162045059989771
ENSMUSG00000039354	1.03206507734137	0.039652458107083	0.162227453920904
ENSMUSG00000112063	-1.76056102412268	0.039671043078085	0.162269456348124
ENSMUSG00000044600	-0.448298607432863	0.039704153139251	0.162370841779321
ENSMUSG00000094993	-5.19728180702179	0.039714324142009	0.162378394684169
ENSMUSG00000074591	-3.38733950554745	0.039785768739443	0.162636418860083
ENSMUSG00000057530	0.600009629845862	0.039828674484469	0.162777698128753
ENSMUSG00000044477	0.643392826604271	0.039840171118867	0.162790577715907
ENSMUSG00000035539	-1.44828073853145	0.039895052478797	0.162946563798972
ENSMUSG00000031751	0.350279574079978	0.039888718521932	0.162946563798972
ENSMUSG00000053604	-2.191587180288	0.039940315088707	0.163097284160647
ENSMUSG00000106648	2.87383038623071	0.039961550146529	0.163115705944409
ENSMUSG00000097006	1.91889343453151	0.039957774327717	0.163115705944409
ENSMUSG00000020628	0.500219221593807	0.040024745653361	0.16333947980337
ENSMUSG00000071369	-0.766696259557561	0.04007427375831	0.163507395566481
ENSMUSG00000074785	1.14248547725138	0.040124203220169	0.163676878338737
ENSMUSG00000115767	-0.778525578144965	0.04024525335419	0.164102039544353
ENSMUSG00000020903	0.809896054953807	0.040238876882565	0.164102039544353
